id,MachineFailure_pred,Prob_MachineFailure
136429,0,0.0023612814215223676
136430,0,0.0013018478629316591
136431,0,0.0028651936958846427
136432,0,0.0034368821997027453
136433,0,0.003698285214280297
136434,0,0.0028817842875445594
136435,0,0.0036944326749773584
136436,0,0.0052986105641651534
136437,0,0.0011943982735097287
136438,0,0.0012850244011333384
136439,0,0.002486905649051728
136440,0,0.0025980798685482837
136441,0,0.0012489470006232645
136442,0,0.0018954718377522317
136443,0,0.0023157523083236903
136444,0,0.005349144748505967
136445,0,0.0011221151098219928
136446,1,0.9937763697786126
136447,0,0.002480591684936349
136448,0,0.0016495243662048421
136449,0,0.006185246770735994
136450,0,0.0040500947896079924
136451,0,0.018355437813173465
136452,0,0.018534547217067363
136453,0,0.003920609634874857
136454,0,0.0014664948122907256
136455,0,0.0016720791642569066
136456,0,0.006508845265961467
136457,0,0.006109468544160322
136458,0,0.004894616302406433
136459,0,0.003514927478312869
136460,0,0.003157259821125678
136461,0,0.0013821576990494845
136462,0,0.017747038789875425
136463,0,0.001840469427486805
136464,0,0.002784639816340246
136465,0,0.001690831140112341
136466,0,0.0023448625639196025
136467,0,0.0013246432580792083
136468,0,0.0028020447183720884
136469,0,0.0015550444376146448
136470,0,0.0025459838948021537
136471,0,0.008932056299210102
136472,0,0.0066720868813960185
136473,0,0.0026523100160494315
136474,0,0.0020734140735409108
136475,0,0.0036375063922665326
136476,0,0.006609674989096636
136477,0,0.0025092486448476028
136478,0,0.002281104725031542
136479,0,0.0014031025769773691
136480,0,0.005573404926671705
136481,0,0.0025525446208317006
136482,0,0.026353513212728122
136483,0,0.003378228346111319
136484,0,0.0012472302655504456
136485,0,0.0014943117020038718
136486,0,0.002198507528095128
136487,0,0.001552453466344398
136488,0,0.004277356469496661
136489,0,0.0011894773017449758
136490,0,0.02193257118747392
136491,0,0.003974656744896965
136492,0,0.0034853746742176226
136493,0,0.0035065186957284984
136494,0,0.0012293222301954546
136495,0,0.002544278443893424
136496,0,0.004533329360524625
136497,0,0.0024352070667711073
136498,0,0.00907440964489596
136499,0,0.0015289850960957612
136500,0,0.000853766913916995
136501,0,0.0015201622157533857
136502,0,0.005634295161518709
136503,0,0.002931722238607993
136504,0,0.00134272705360835
136505,0,0.001254082477142274
136506,0,0.0027391562073759376
136507,0,0.0007470798586646064
136508,0,0.0012718505518022332
136509,0,0.003861127689519159
136510,0,0.0017292308253826021
136511,0,0.00970340022624183
136512,0,0.001017086754616134
136513,0,0.006372927893229541
136514,0,0.0021240960408883207
136515,0,0.002419571299310787
136516,0,0.00335437953652005
136517,0,0.0017950231075047492
136518,0,0.001701043634361309
136519,0,0.0027286317807249704
136520,0,0.0021660294544845046
136521,0,0.001868098677004487
136522,0,0.0029456802334184213
136523,0,0.0012634838942380414
136524,0,0.0014627264958605075
136525,0,0.004870849243071627
136526,0,0.0060620121304919205
136527,0,0.007207429364621035
136528,0,0.0012262058774409124
136529,0,0.006153326540870209
136530,0,0.002867417459930224
136531,0,0.0034981584623040543
136532,0,0.0035465151567333148
136533,0,0.0032992365221431634
136534,0,0.0005849445367177454
136535,0,0.002522040654954043
136536,0,0.0023032147358493732
136537,0,0.0009095159378205267
136538,0,0.0052251088338528436
136539,0,0.0013759319625078318
136540,0,0.002207430656746653
136541,0,0.0008925006661896416
136542,0,0.004067747247854894
136543,0,0.007633355182465247
136544,0,0.002329424946877849
136545,0,0.003977985941781168
136546,0,0.0009021499597070691
136547,0,0.0030361298820658477
136548,0,0.0024112212401391736
136549,0,0.002011186259088123
136550,0,0.00693559719661875
136551,0,0.001493235828568599
136552,0,0.001704410224339063
136553,0,0.001399196482906732
136554,0,0.0027917058524517466
136555,0,0.013320574612594475
136556,0,0.006322812234620153
136557,0,0.004068926358254207
136558,0,0.0039452206722616
136559,0,0.002789594511425276
136560,0,0.005328536185645376
136561,0,0.007176615082702911
136562,0,0.0020059113247248525
136563,0,0.002940966505459932
136564,0,0.0017878230990970312
136565,0,0.016757081353969378
136566,0,0.001232953691000119
136567,0,0.004744492860855791
136568,0,0.0037293969306850423
136569,0,0.003941486042764414
136570,0,0.0009203948717278207
136571,0,0.006529970806543352
136572,0,0.003964780416263428
136573,0,0.001599618815483097
136574,0,0.005335626899622278
136575,0,0.0014818568811795472
136576,0,0.00488817786574857
136577,0,0.005230368833624757
136578,0,0.001439042592374445
136579,0,0.005672707646669651
136580,0,0.0014838614909612091
136581,0,0.0013684606527481409
136582,0,0.0013011803534116759
136583,0,0.001527841405264125
136584,0,0.0020087110929310464
136585,0,0.0036571829182053253
136586,0,0.04534112440555886
136587,0,0.000961848507925915
136588,0,0.005454226777675219
136589,0,0.0029573557978847752
136590,0,0.0015171070128238426
136591,0,0.0031678932267972075
136592,0,0.008152400938882661
136593,0,0.005167163505241244
136594,0,0.0005620914961650938
136595,0,0.0017652960899322712
136596,0,0.0014669637726195904
136597,0,0.00164613357980499
136598,0,0.004869511611206555
136599,0,0.002424518801685276
136600,0,0.0020091587450012894
136601,0,0.004501231785541822
136602,0,0.006223939771051369
136603,0,0.0031825265765819395
136604,0,0.0013355296572658574
136605,0,0.006693216626246645
136606,0,0.0023147650106025977
136607,0,0.003967084849204526
136608,0,0.0025067718843479136
136609,0,0.004531266361866762
136610,0,0.005081030825619604
136611,0,0.0010201623115665421
136612,0,0.0019960731168761066
136613,0,0.0029705338515114924
136614,0,0.0011733589426847616
136615,0,0.0007896882059883649
136616,0,0.0017005784183350206
136617,0,0.008975213688695319
136618,0,0.002143219685570477
136619,0,0.002157902493063518
136620,0,0.0018525052709107452
136621,0,0.0027748634381041166
136622,0,0.0017895927088504024
136623,0,0.0012728646077813934
136624,0,0.0015175270026075935
136625,0,0.00347906237632292
136626,0,0.0004167812023569898
136627,0,0.003521882019274507
136628,0,0.003422828838884575
136629,0,0.0004422886791238352
136630,0,0.0011699011077497257
136631,0,0.005729077837109189
136632,0,0.0036224593794450567
136633,0,0.0016163635378670137
136634,0,0.0016406239097717088
136635,0,0.011287329266574747
136636,0,0.013188777607740555
136637,0,0.0033172073797060496
136638,1,0.9965840950973642
136639,0,0.0051107292224744985
136640,0,0.010740002174372744
136641,0,0.0024993770892137303
136642,0,0.002210116508720567
136643,0,0.03622942307660023
136644,0,0.0011924465227699044
136645,0,0.0011226154597871263
136646,0,0.0010029156039685746
136647,0,0.01048733783719129
136648,0,0.017187213572217308
136649,0,0.0022902015778432728
136650,0,0.005468094962687747
136651,0,0.001178665144904196
136652,1,0.9887733312191226
136653,0,0.0018859513598499978
136654,0,0.0020749601774778885
136655,0,0.004995999384599333
136656,0,0.004508747285168697
136657,0,0.003971751101676405
136658,0,0.0020539225992893097
136659,0,0.0023149352324729282
136660,0,0.002064729604718732
136661,0,0.004213938473747933
136662,0,0.01207345639319911
136663,0,0.0029833247589869947
136664,0,0.016459685809156615
136665,0,0.0015654669548401954
136666,0,0.0004890626101740504
136667,0,0.01506887160470878
136668,0,0.0035532326034059553
136669,0,0.0023549068369837795
136670,0,0.004246618672028114
136671,0,0.0021398284329400335
136672,0,0.0024468139063692418
136673,0,0.0014879365305401813
136674,0,0.000753285435143971
136675,0,0.003463766361579132
136676,0,0.0026645880086611207
136677,0,0.002755451520043291
136678,0,0.0012533170633657526
136679,0,0.0019170945222859298
136680,0,0.00588564555908115
136681,0,0.0019237289247360425
136682,0,0.0018294320483061082
136683,0,0.0018574041301566804
136684,0,0.004404360136755946
136685,0,0.010906592178476787
136686,0,0.00255935873158718
136687,0,0.004492775631159169
136688,0,0.0051581175211551115
136689,0,0.005940849816665027
136690,0,0.003421985738823066
136691,0,0.013349028246964973
136692,0,0.00267050732743557
136693,0,0.0009530635115566865
136694,0,0.0011278826137120046
136695,0,0.0018828874542144193
136696,0,0.005473815690125412
136697,0,0.0006289064351390902
136698,0,0.006095871214036202
136699,0,0.00476521078499615
136700,0,0.0016590914868327483
136701,0,0.0020127997196428427
136702,0,0.0012517011253748679
136703,0,0.008675203659548424
136704,0,0.0008217677795743155
136705,0,0.0007903630342635685
136706,0,0.001655187482914781
136707,0,0.0034211866662183753
136708,0,0.010089331327614408
136709,0,0.0002206856616006187
136710,0,0.0020744005302897914
136711,0,0.0038691710971228556
136712,0,0.0006131886539107106
136713,0,0.0022850632514090506
136714,0,0.012487643598726391
136715,0,0.006569357392380993
136716,0,0.0015532991048224194
136717,0,0.004481367908634263
136718,0,0.014091071657334983
136719,0,0.0027835369442482825
136720,0,0.0002275345000048141
136721,0,0.002175645577001449
136722,0,0.001225116570015119
136723,0,0.0017750698837872391
136724,0,0.0022229848707707818
136725,0,0.002781697697379687
136726,0,0.0016331358071982093
136727,0,0.0015228390917048323
136728,0,0.0011516453145984423
136729,0,0.003006999381839896
136730,0,0.0010425438684563335
136731,0,0.009555318111497487
136732,0,0.0024039629713456046
136733,0,0.0022073667825453025
136734,0,0.0017621789054996285
136735,0,0.0016827864578014336
136736,0,0.0024480267077806824
136737,0,0.0013728624363902161
136738,0,0.0018198025441340975
136739,0,0.006085075052409977
136740,0,0.0021545900213344317
136741,0,0.020019723857278175
136742,0,0.0030332332060051368
136743,0,0.003026090645610274
136744,0,0.00236626660249648
136745,0,0.005778249140143348
136746,0,0.0024976724130157594
136747,0,0.002421868954868519
136748,0,0.0013032912527803334
136749,0,0.0010028650081959297
136750,0,0.003304791143585989
136751,0,0.0020169542057193036
136752,0,0.001092044753423896
136753,0,0.014249649405003808
136754,0,0.0023121714483565967
136755,0,0.010335155703712488
136756,0,0.0013231252796154648
136757,0,0.008398323075821853
136758,0,0.0018650955219517333
136759,0,0.0024548130209196576
136760,0,0.001510644973020778
136761,0,0.0012734842015096743
136762,0,0.023526322349411145
136763,0,0.0028320381023699344
136764,0,0.0020244892445886635
136765,0,0.003371671568736266
136766,0,0.00364081141740938
136767,0,0.0058010084065163855
136768,0,0.001630368583278635
136769,0,0.0026195660800269064
136770,0,0.002269065308777107
136771,0,0.003908742499764833
136772,0,0.012526075146788534
136773,0,0.001307177805983316
136774,0,0.0013920156524381598
136775,0,0.009932586310683106
136776,0,0.0005941676862958351
136777,0,0.0016319785708154956
136778,0,0.002869113394963548
136779,0,0.002464848814407965
136780,0,0.0007296328049629795
136781,0,0.005879205596453561
136782,0,0.0022001233955597946
136783,0,0.0004745133833875553
136784,0,0.0013377036833211507
136785,0,0.003781726051898582
136786,0,0.0024715252923956845
136787,0,0.004140783516223605
136788,0,0.01120182659141366
136789,0,0.0022747732030248343
136790,0,0.000792805116648491
136791,0,0.0025717711298141412
136792,0,0.005262017856682459
136793,0,0.0014523905619938547
136794,0,0.005313459157631134
136795,0,0.003475109785769899
136796,0,0.003601097848937479
136797,0,0.0032951100515237804
136798,0,0.0047170512966007
136799,0,0.0028518204350796335
136800,0,0.0023651200115434893
136801,0,0.0015909560794000414
136802,0,0.0028152484620907526
136803,0,0.0017192482496154215
136804,0,0.0016198688301718204
136805,0,0.00352253666785796
136806,0,0.0009740765775669355
136807,0,0.0022951495211344345
136808,0,0.001986684997812148
136809,0,0.0010740210327541606
136810,0,0.005296205809038242
136811,0,0.007601800645238127
136812,0,0.0006930279467155375
136813,0,0.015515388894961327
136814,0,0.0032224239229232767
136815,0,0.0008581260189913654
136816,0,0.0010155416835655555
136817,0,0.0012670930372370313
136818,0,0.00632284831316571
136819,0,0.0008632165833880235
136820,0,0.0010585046887605725
136821,0,0.0014706222276623074
136822,0,0.011854941259545426
136823,0,0.002072734358560063
136824,0,0.0008565827262650148
136825,0,0.00211607282696946
136826,1,0.9964411791063797
136827,0,0.0005273905866599956
136828,0,0.0012578301822744199
136829,0,0.0035683270503976713
136830,0,0.0025440564497320227
136831,0,0.0014016724617814387
136832,0,0.002616015592780849
136833,0,0.0010765762667636243
136834,1,0.9948966861746985
136835,0,0.0025535192171686994
136836,0,0.0021537276981006717
136837,0,0.002284776917523055
136838,0,0.0022047346170810467
136839,0,0.0007860195182648164
136840,0,0.003098993553988963
136841,0,0.004509643861145207
136842,0,0.002552783618988096
136843,0,0.0014040781467741232
136844,0,0.0034201120167498527
136845,0,0.0028904797980247063
136846,0,0.0017942931573582644
136847,0,0.0008812185402906214
136848,0,0.001935632693321227
136849,0,0.0024267517106867772
136850,0,0.0032465800015053004
136851,0,0.0019059197038056167
136852,0,0.004621509933844426
136853,0,0.004999447052232944
136854,0,0.0021631332217001823
136855,0,0.0038844726004919456
136856,0,0.01779369657456026
136857,0,0.003632232511993667
136858,0,0.0025178213911800245
136859,0,0.001097236488869713
136860,0,0.0019046992073377988
136861,0,0.0010873059183062767
136862,0,0.00602411108098352
136863,0,0.0008690901954637709
136864,0,0.000557656432415921
136865,0,0.0029530917861725608
136866,0,0.0030243806953334416
136867,0,0.007064269823091441
136868,0,0.0015592134329093222
136869,0,0.002729965395122811
136870,0,0.0032127278947957656
136871,0,0.0009771253522557963
136872,0,0.003422635333613978
136873,0,0.000992496363809305
136874,0,0.0007598403230162577
136875,0,0.0017448960931454047
136876,0,0.0011531258460202713
136877,0,0.0031772054767314458
136878,0,0.0005102153116991806
136879,0,0.005654928717314313
136880,0,0.0028615893634640023
136881,0,0.002978276117948226
136882,0,0.0008757194568012893
136883,0,0.0011739520848801932
136884,0,0.002160227870496673
136885,0,0.013453873691620273
136886,0,0.0013804539787572242
136887,0,0.001768906017932488
136888,0,0.005634250659642584
136889,0,0.002903308734788375
136890,0,0.00216336925922567
136891,0,0.0023437756753220892
136892,0,0.0016853903759250497
136893,0,0.00234981053826551
136894,0,0.0008746286342154488
136895,0,0.001577813389586275
136896,0,0.0013146009485013113
136897,0,0.004746760282633206
136898,0,0.0021655546043619764
136899,0,0.001767749701838364
136900,0,0.002024431314654161
136901,0,0.002189536750615393
136902,0,0.0017552095063130173
136903,0,0.0006497850897851022
136904,0,0.003289320960908553
136905,0,0.0018746904321175837
136906,0,0.0009563800409740212
136907,0,0.002516843036872877
136908,0,0.0014024445010310895
136909,0,0.001877722884068094
136910,0,0.0038458605630879435
136911,0,0.0036698609533182608
136912,0,0.007455351711736643
136913,0,0.007474694449917859
136914,0,0.0011780074859597792
136915,0,0.0034467421296129237
136916,0,0.0010502092881700907
136917,0,0.0025630083568399463
136918,0,0.0008640631391139405
136919,0,0.002887259118088937
136920,0,0.0011834202521332118
136921,0,0.007526289463340873
136922,0,0.001728165605607155
136923,0,0.0011829898454716755
136924,0,0.00110271776741446
136925,0,0.0006194260709840601
136926,0,0.00016709220516733733
136927,0,0.0017777491531432064
136928,0,0.0021373169891545202
136929,0,0.002894692026369528
136930,0,0.0029140683675805377
136931,0,0.01084016183978353
136932,0,0.0056250239069309425
136933,0,0.0019519136833160144
136934,0,0.003333865283261427
136935,0,0.0014362752562977156
136936,0,0.005284178911507786
136937,0,0.0008257887384792009
136938,0,0.0011666662717772739
136939,0,0.0012694794034607392
136940,0,0.0018909576628708402
136941,0,0.013631980163153748
136942,0,0.0013862809656174356
136943,0,0.0015437236117687254
136944,0,0.07497325190771657
136945,0,0.007427247406287082
